"date" "nazva" "TSP" "SO2" "CO" "NO2" "NO" "H2S" "C6H6O" "NH3" "CH2O"
2015-12-16 "ПСЗ-3" NA 0.017 2 0.053 0.033 0.001 0.0028 0.008 0.003
2015-12-16 "ПСЗ-6" 0 0.012 2 0.06 NA 5e-04 0.001 0.008 0.0085
2015-12-16 "ПСЗ-7" NA 0.02 2 0.1 NA 5e-04 8e-04 0.018 0.006
2015-12-17 "ПСЗ-1" NA 0.01 2 0.05 NA 5e-04 0.001 0.015 0.002
2015-12-17 "ПСЗ-2" NA 0.019 2 0.04 NA 8e-04 0.0018 0.022 0.0045
2015-12-17 "ПСЗ-3" NA 0.009 2 0.06 0.033 0 0.003 0.008 0.001
2015-12-17 "ПСЗ-6" 0.1 0.012 2 0.067 NA 8e-04 0.001 0.012 0.002
2015-12-17 "ПСЗ-7" NA 0.01 2 0.04 NA 0.0018 0.0045 0.015 0.005
2015-12-18 "ПСЗ-1" NA 0.008 2 0.05 NA 8e-04 5e-04 0.018 0.0035
2015-12-18 "ПСЗ-2" NA 0.012 2 0.075 NA 0.0018 0.002 0.02 0.0065
2015-12-18 "ПСЗ-3" NA 0.007 2 0.047 0.03 2e-04 0.0012 0.012 0.0025
2015-12-18 "ПСЗ-6" 0.05 0.01 2 0.017 NA 2e-04 5e-04 0.015 0.0055
2015-12-18 "ПСЗ-7" NA 0.013 2 0.043 NA 0.0023 0.003 0.02 0.007
2015-12-19 "ПСЗ-1" NA 0.008 2 0.035 NA 5e-04 5e-04 0.015 0.005
2015-12-19 "ПСЗ-2" NA 0.006 2 0.07 NA 0.0012 0.003 0.025 0.005
2015-12-19 "ПСЗ-3" NA 0.009 2 0.033 0.02 5e-04 0.001 0.015 0.0035
2015-12-19 "ПСЗ-6" 0.2 0.01 2 0.04 NA 8e-04 2e-04 0.012 0.0055
2015-12-19 "ПСЗ-7" NA 0.012 3 0.08 NA 0.0023 0.0028 0.028 0.0085
2015-12-21 "ПСЗ-1" NA 0.018 1 0.06 NA 0.001 0.002 0.017 0.0065
2015-12-21 "ПСЗ-2" NA 0.016 2 0.21 NA 0.0023 0.003 0.013 0.005
2015-12-21 "ПСЗ-3" NA 0.02 2 0.08 0.025 7e-04 0.001 0.007 0.0095
2015-12-21 "ПСЗ-6" 0.2 0.016 2 0.065 NA 3e-04 0.001 0.01 0.008
2015-12-21 "ПСЗ-7" NA 0.02 2 0.075 NA 0.0013 0.002 0.023 0.0115
2015-12-22 "ПСЗ-1" NA 0.012 2 0.085 NA 0.0015 0.0088 0.015 0.022
2015-12-22 "ПСЗ-2" NA 0.01 2 0.08 NA 0.0012 0.0023 0.022 0.0055
2015-12-22 "ПСЗ-3" NA 0.007 1 0.057 0.03 2e-04 0.001 0.012 0.003
2015-12-22 "ПСЗ-6" 0.75 0.007 2 0.06 NA 5e-04 5e-04 0.01 0.005
2015-12-22 "ПСЗ-7" NA 0.014 2 0.07 NA 0.0018 0.0045 0.02 0.0085
2015-12-23 "ПСЗ-1" NA 0.02 1 0.085 NA 8e-04 8e-04 0.01 0.005
2015-12-23 "ПСЗ-2" NA 0.024 2 0.08 NA 8e-04 0.0015 0.015 0.003
2015-12-23 "ПСЗ-3" NA 0.018 2 0.033 0.01 2e-04 8e-04 0.008 0.0045
2015-12-23 "ПСЗ-6" 0.35 0.019 2 0.047 NA 2e-04 0 0.008 0.0055
2015-12-23 "ПСЗ-7" NA 0.03 2 0.053 NA 0.001 0.003 0.022 0.012
2015-12-24 "ПСЗ-1" NA 0.014 2 0.085 NA 8e-04 5e-04 0.012 0.003
2015-12-24 "ПСЗ-2" NA 0.016 2 0.08 NA 8e-04 0.001 0.018 0.0025
2015-12-24 "ПСЗ-3" NA 0.016 2 0.06 0.03 2e-04 5e-04 0.008 0.005
2015-12-24 "ПСЗ-6" 0.2 0.014 2 0.05 NA 0.001 5e-04 0.017 0.0025
2015-12-24 "ПСЗ-7" NA 0.019 2 0.053 NA 5e-04 2e-04 0.015 0.019
2015-12-25 "ПСЗ-1" NA 0.012 2 0.04 NA 2e-04 0.001 0.012 0.0115
2015-12-25 "ПСЗ-2" NA 0.012 2 0.145 NA 8e-04 8e-04 0.01 0.005
2015-12-25 "ПСЗ-3" NA 0.016 2 0.123 0.043 0 5e-04 0.018 0.007
2015-12-25 "ПСЗ-6" 0.9 0.013 2 0.06 NA 0.001 0.001 0.02 0.013
2015-12-25 "ПСЗ-7" NA 0.007 2 0.067 NA 0.001 0.0018 0.018 0.01
2015-12-26 "ПСЗ-1" NA 0.014 2 0.035 NA 8e-04 0 0.01 0.007
2015-12-26 "ПСЗ-2" NA 0.02 2 0.045 NA 8e-04 2e-04 0.02 0.006
2015-12-26 "ПСЗ-3" NA 0.017 2 0.04 0.017 2e-04 0 0.005 0.0055
2015-12-26 "ПСЗ-6" 0.65 0.018 2 0.057 NA 2e-04 5e-04 0.012 0.007
2015-12-26 "ПСЗ-7" NA 0.025 2 0.053 NA 5e-04 0.0012 0.02 0.0085
2015-12-28 "ПСЗ-1" NA 0.011 2 0.07 NA 0.0013 0.0027 0.02 0.009
2015-12-28 "ПСЗ-2" NA 0.008 2 0.055 NA 0.0027 0.0027 0.027 0.0065
2015-12-28 "ПСЗ-3" NA 0.004 2 0.05 0.02 0.0013 0.0017 0.013 0.0055
2015-12-28 "ПСЗ-6" 0.25 0.011 2 0.04 NA 7e-04 0.0013 0.023 0.007
2015-12-28 "ПСЗ-7" NA 0.014 2 0.07 NA 0.002 0.0023 0.03 0.009
2015-12-29 "ПСЗ-1" NA 0.006 2 0.055 NA 5e-04 0.001 0.01 0.0045
2015-12-29 "ПСЗ-2" NA 0.004 2 0.06 NA 0.001 0.0012 0.017 0.0035
2015-12-29 "ПСЗ-3" NA 0.003 2 0.033 0.017 2e-04 0.0018 0.015 0.005
2015-12-29 "ПСЗ-6" 0.4 0.003 2 0.057 NA 0.0012 0.0025 0.018 0.0045
2015-12-29 "ПСЗ-7" NA 0.003 2 0.083 NA 0.002 0.0015 0.022 0.0075
2016-01-02 "ПСЗ-1" NA 0.027 1 0.03 NA 7e-04 3e-04 0.007 0.0025
2016-01-02 "ПСЗ-2" NA 0.019 1 0.045 NA 3e-04 0.0013 0.01 0.004
2016-01-02 "ПСЗ-3" NA 0.02 2 0.035 0.015 3e-04 7e-04 0.017 0.007
2016-01-02 "ПСЗ-6" 0.2 0.039 1 0.06 NA 0.002 0.0023 0.027 0.0075
2016-01-02 "ПСЗ-7" NA 0.027 1 0.025 NA 0 3e-04 0.007 0.0025
2016-01-04 "ПСЗ-1" NA 0.027 4 0.06 NA 0.0017 0.001 0.02 0.0065
2016-01-04 "ПСЗ-2" NA 0.02 2 0.07 NA 0.0013 0.0017 0.02 0.0045
2016-01-04 "ПСЗ-3" NA 0.021 2 0.055 0.03 0.0017 0.0013 0.017 0.005
2016-01-04 "ПСЗ-6" 0.25 0.034 2 0.09 NA 0.0027 0.0027 0.04 0.007
2016-01-04 "ПСЗ-7" NA 0.034 2 0.065 NA 0.0013 0.0017 0.027 0.0085
2016-01-05 "ПСЗ-1" NA 0.024 2 0.06 NA 0.001 0.001 0.018 0.004
2016-01-05 "ПСЗ-2" NA 0.024 2 0.075 NA 0.0015 0.0018 0.015 0.0055
2016-01-05 "ПСЗ-3" NA 0.021 2 0.057 0.027 8e-04 5e-04 0.005 0.005
2016-01-05 "ПСЗ-6" 0.35 0.037 2 0.067 NA 0.0018 0.0018 0.018 0.0085
2016-01-05 "ПСЗ-7" NA 0.027 2 0.063 NA 5e-04 5e-04 0.005 0.007
2016-01-06 "ПСЗ-1" NA 0.023 1 0.03 NA 5e-04 0.001 0.02 0.004
2016-01-06 "ПСЗ-2" NA 0.027 1 0.02 NA 0.002 0.001 0.025 0.003
2016-01-06 "ПСЗ-3" NA 0.023 2 0.045 0.02 5e-04 0.001 0.005 0.003
2016-01-06 "ПСЗ-6" 0.5 0.02 2 0.045 NA 0.0015 0.001 0.02 0.005
2016-01-06 "ПСЗ-7" NA 0.024 1 0.035 NA 0.001 0.0015 0.015 0.003
2016-01-08 "ПСЗ-1" NA 0 2 0.025 NA 7e-04 0.0013 0.01 0.0015
2016-01-08 "ПСЗ-2" NA 0.002 1 0.015 NA 0.001 0.0013 0.017 0.0015
2016-01-08 "ПСЗ-3" NA 0 1 0.03 0.015 3e-04 3e-04 0.013 0.0015
2016-01-08 "ПСЗ-6" 0 0 1 0.015 NA 3e-04 7e-04 0.01 0.002
2016-01-08 "ПСЗ-7" NA 0.001 2 0.035 NA 0.001 0.0017 0.02 0.0035
2016-01-09 "ПСЗ-1" NA 0.004 2 0.015 NA 5e-04 5e-04 0.012 0.005
2016-01-09 "ПСЗ-2" NA 0.002 2 0.035 NA 5e-04 5e-04 0.008 0.003
2016-01-09 "ПСЗ-3" NA 0.003 1 0.03 0.017 2e-04 8e-04 0.008 0.0035
2016-01-09 "ПСЗ-6" 0.25 0.004 2 0.037 NA 2e-04 8e-04 0.012 0.004
2016-01-09 "ПСЗ-7" NA 0.001 2 0.053 NA 0.001 0.0018 0.018 0.0055
2016-01-11 "ПСЗ-1" NA 0.004 2 0.05 NA 0.0017 0.003 0.037 0.0025
2016-01-11 "ПСЗ-2" NA 0.004 2 0.055 NA 0.0017 0.0027 0.027 0.004
2016-01-11 "ПСЗ-3" NA 0.002 2 0.04 0.025 0.001 0.0017 0.023 0.002
2016-01-11 "ПСЗ-6" 0.1 0.005 2 0.065 NA 0.0023 0.003 0.043 0.0035
2016-01-11 "ПСЗ-7" NA 0.005 2 0.055 NA 0.0017 0.0027 0.023 0.002
2016-01-12 "ПСЗ-1" NA 0.004 2 0.06 NA 0.0015 0.0035 0.028 0.004
2016-01-12 "ПСЗ-2" NA 0.004 2 0.065 NA 0.0015 0.003 0.03 0.0035
2016-01-12 "ПСЗ-3" NA 0.002 2 0.04 0.027 0.001 0.0028 0.02 0.0035
2016-01-12 "ПСЗ-6" 0 0.001 2 0.073 NA 8e-04 0.0012 0.015 0.002
2016-01-12 "ПСЗ-7" NA 0.003 3 0.03 NA 0.002 0.0028 0.04 5e-04
2016-01-13 "ПСЗ-1" NA 0.005 2 0.075 NA 5e-04 0.001 0.022 0.0035
2016-01-13 "ПСЗ-2" NA 0.007 2 0.045 NA 0.0012 0.0018 0.02 0.003
2016-01-13 "ПСЗ-3" NA 0.005 2 0.037 0.023 8e-04 8e-04 0.015 0.003
2016-01-13 "ПСЗ-6" 0 0.006 2 0.087 NA 5e-04 8e-04 0.01 0.0025
2016-01-13 "ПСЗ-7" NA 0.007 2 0.067 NA 0.0015 0.0028 0.035 0.0045
2016-01-14 "ПСЗ-1" NA 0.004 2 0.04 NA 8e-04 0.0018 0.02 0.004
2016-01-14 "ПСЗ-2" NA 0.011 2 0.045 NA 8e-04 8e-04 0.022 0.0025
2016-01-14 "ПСЗ-3" NA 0.007 3 0.037 0.023 8e-04 0.001 0.012 0.0035
2016-01-14 "ПСЗ-6" 0.15 0.006 3 0.023 NA 0.001 8e-04 0.008 0.005
2016-01-14 "ПСЗ-7" NA 0.01 2 0.033 NA 0.0012 0.0018 0.018 0.0035
2016-01-15 "ПСЗ-1" NA 0.012 2 0.055 NA 0.001 0.0012 0.018 0.0015
2016-01-15 "ПСЗ-2" NA 0.013 2 0.105 NA 0.0012 0.0012 0.022 0.004
2016-01-15 "ПСЗ-3" NA 0.01 2 0.027 0.017 8e-04 0.001 0.01 0.0025
2016-01-15 "ПСЗ-6" 0.3 0.013 2 0.03 NA 5e-04 5e-04 0.01 0.0015
2016-01-15 "ПСЗ-7" NA 0.015 2 0.063 NA 0.0012 0.0018 0.018 0.009
2016-01-16 "ПСЗ-1" NA 0.007 2 0.075 NA 0.002 0.003 0.04 0.007
2016-01-16 "ПСЗ-2" NA 0.006 2 0.05 NA 0.002 0.0025 0.038 0.009
2016-01-16 "ПСЗ-3" NA 0.007 2 0.067 0.047 0.0012 0.0015 0.022 0.0055
2016-01-16 "ПСЗ-6" 0.25 0.002 2 0.063 NA 0.0012 0.0012 0.02 0.0045
2016-01-16 "ПСЗ-7" NA 0.012 4 0.087 NA 0.0028 0.004 0.058 0.0095
2016-01-18 "ПСЗ-1" NA 0.004 0 0.025 NA 3e-04 3e-04 0.007 0.001
2016-01-18 "ПСЗ-2" NA 0.002 1 0.025 NA 3e-04 7e-04 0.003 0.002
2016-01-18 "ПСЗ-3" NA 0.002 1 0.02 0.01 0 3e-04 0.003 5e-04
2016-01-18 "ПСЗ-6" 0.1 0.005 2 0.03 NA 7e-04 7e-04 0.01 0.0015
2016-01-18 "ПСЗ-7" NA 0.002 0 0.03 NA 3e-04 7e-04 0.007 0.0025
2016-01-19 "ПСЗ-1" NA 0.003 2 0.035 NA 5e-04 8e-04 0.012 0.0035
2016-01-19 "ПСЗ-2" NA 0.007 1 0.04 NA 5e-04 5e-04 0.012 0.003
2016-01-19 "ПСЗ-3" NA 0.01 1 0.037 0.013 5e-04 5e-04 0.005 0.0045
2016-01-19 "ПСЗ-6" 0.15 0.007 1 0.04 NA 2e-04 0.001 0.008 0.001
2016-01-19 "ПСЗ-7" NA 0.01 1 0.05 NA 8e-04 0.001 0.018 0.004
2016-01-20 "ПСЗ-1" NA 0.012 1 0.02 NA 8e-04 0.001 0.01 0.004
2016-01-20 "ПСЗ-2" NA 0.016 2 0.03 NA 8e-04 8e-04 0.02 0.004
2016-01-20 "ПСЗ-3" NA 0.011 1 0.043 0.007 5e-04 0.001 0.015 0.0055
2016-01-20 "ПСЗ-6" 0.2 0.015 2 0.02 NA 5e-04 2e-04 0.015 0.0065
2016-01-20 "ПСЗ-7" NA 0.021 2 0.013 NA 0.001 0.0015 0.02 0.0095
2016-01-21 "ПСЗ-1" NA 0.024 2 0.025 NA 0.0015 0.0012 0.018 0.001
2016-01-21 "ПСЗ-2" NA 0.028 2 0.06 NA 0.002 0.002 0.02 0.003
2016-01-21 "ПСЗ-3" NA 0.023 2 0.033 0.02 0.001 0.001 0.012 0.005
2016-01-21 "ПСЗ-6" 0 0.019 2 0.073 NA 5e-04 5e-04 0.012 0.005
2016-01-21 "ПСЗ-7" NA 0.025 2 0.03 NA 0.0018 0.0018 0.025 0.0055
2016-01-22 "ПСЗ-1" NA 0.012 1 0.055 NA 8e-04 5e-04 0.02 0.0025
2016-01-22 "ПСЗ-2" NA 0.01 2 0.045 NA 0.001 0.0012 0.022 0.004
2016-01-22 "ПСЗ-3" NA 0.01 2 0.04 0.027 8e-04 5e-04 0.005 0.0045
2016-01-22 "ПСЗ-6" 0.05 0.008 2 0.043 NA 2e-04 8e-04 0.008 0.0055
2016-01-22 "ПСЗ-7" NA 0.013 2 0.077 NA 0.0012 0.0015 0.02 0.0015
2016-01-23 "ПСЗ-1" NA 0.007 2 0.035 NA 5e-04 5e-04 0.005 0.0025
2016-01-23 "ПСЗ-2" NA 0.01 1 0.03 NA 2e-04 5e-04 0.008 0.001
2016-01-23 "ПСЗ-3" NA 0.007 2 0.037 0.017 2e-04 5e-04 0.005 0.004
2016-01-23 "ПСЗ-6" 0.05 0.01 1 0.03 NA 5e-04 8e-04 0.008 0.004
2016-01-23 "ПСЗ-7" NA 0.011 2 0.033 NA 2e-04 8e-04 0.012 0.004
2016-01-25 "ПСЗ-1" NA 0.024 2 0.095 NA 7e-04 0.001 0.017 0.0045
2016-01-25 "ПСЗ-2" NA 0.024 2 0.05 NA 0.0013 0.0017 0.02 0.0025
2016-01-25 "ПСЗ-3" NA 0.022 2 0.08 0.025 7e-04 7e-04 0.007 0.0065
2016-01-25 "ПСЗ-6" 0.05 0.017 2 0.075 NA 0 0 0.007 0.006
2016-01-25 "ПСЗ-7" NA 0.032 3 0.04 NA 0.0013 0.0013 0.02 0.0045
2016-01-26 "ПСЗ-1" NA 0.021 2 0.07 NA 0.0012 0.0012 0.012 0.006
2016-01-26 "ПСЗ-2" NA 0.031 2 0.075 NA 0.002 0.0018 0.018 0.0055
2016-01-26 "ПСЗ-3" NA 0.024 2 0.11 0.05 5e-04 8e-04 0.012 0.005
2016-01-26 "ПСЗ-6" 0.3 0.024 4 0.09 NA 5e-04 5e-04 0.015 0.008
2016-01-26 "ПСЗ-7" NA 0.023 4 0.04 NA 8e-04 0.0012 0.015 0.009
2016-01-27 "ПСЗ-1" NA 0.021 3 0.04 NA 0.0015 0.001 0.018 0.005
2016-01-27 "ПСЗ-2" NA 0.014 4 0.055 NA 0.0023 0.0012 0.028 0.005
2016-01-27 "ПСЗ-3" NA 0.012 3 0.037 0.023 2e-04 5e-04 0.012 0.006
2016-01-27 "ПСЗ-6" 0.2 0.014 4 0.067 NA 2e-04 0 0.01 0.007
2016-01-27 "ПСЗ-7" NA 0.022 5 0.07 NA 0.0023 0.0023 0.032 0.0135
2016-01-28 "ПСЗ-1" NA 0.016 2 0.055 NA 0.0012 0.0012 0.012 0.003
2016-01-28 "ПСЗ-2" NA 0.022 2 0.06 NA 0.001 0.0015 0.01 0.0015
2016-01-28 "ПСЗ-3" NA 0.019 2 0.043 0.023 2e-04 2e-04 0.002 0.0035
2016-01-28 "ПСЗ-6" 0.2 0.015 3 0.093 NA 0 0 0.005 0.0045
2016-01-28 "ПСЗ-7" NA 0.02 4 0.093 NA 0.0025 0.0018 0.032 0.0075
2016-01-29 "ПСЗ-1" NA 0.012 2 0.05 NA 5e-04 0.0015 0.015 0.0055
2016-01-29 "ПСЗ-2" NA 0.012 2 0.05 NA 8e-04 0.003 0.02 0.0035
2016-01-29 "ПСЗ-3" NA 0.01 2 0.043 0.017 2e-04 2e-04 0.008 0.0045
2016-01-29 "ПСЗ-6" 0.15 0.009 2 0.033 NA 0 0 0.02 0.0075
2016-01-29 "ПСЗ-7" NA 0.009 2 0.053 NA 0.0015 0.0023 0.02 0.007
2016-01-30 "ПСЗ-1" NA 0.013 2 0.065 NA 5e-04 2e-04 0.012 0.004
2016-01-30 "ПСЗ-2" NA 0.018 2 0.065 NA 5e-04 5e-04 0.01 0.0055
2016-01-30 "ПСЗ-3" NA 0.016 2 0.063 0.033 0 2e-04 0.01 0.0035
2016-01-30 "ПСЗ-6" 0.2 0.016 3 0.043 NA 5e-04 5e-04 0.012 0.0065
2016-01-30 "ПСЗ-7" NA 0.016 2 0.067 NA 5e-04 2e-04 0.008 0.0055
2016-02-01 "ПСЗ-1" NA 0.02 2 0.055 NA 0.0017 0.001 0.017 0.0015
2016-02-01 "ПСЗ-2" NA 0.022 2 0.055 NA 0.0017 0.001 0.027 0.0025
2016-02-01 "ПСЗ-3" NA 0.019 2 0.1 0.04 7e-04 3e-04 0.013 0.0045
2016-02-01 "ПСЗ-6" 0.25 0.024 2 0.035 NA 7e-04 3e-04 0.013 0.0045
2016-02-01 "ПСЗ-7" NA 0.041 2 0.07 NA 0.0023 0.0013 0.03 0.0055
2016-02-02 "ПСЗ-1" NA 0.012 2 0.07 NA 0.0012 0.0018 0.018 0.006
2016-02-02 "ПСЗ-2" NA 0.017 6 0.11 NA 0.0023 0.0012 0.018 0.0025
2016-02-02 "ПСЗ-3" NA 0.024 4 0.143 0.07 2e-04 0.0015 0.01 0.008
2016-02-02 "ПСЗ-6" 0.1 0.017 4 0.077 NA 8e-04 0.001 0.012 0.005
2016-02-02 "ПСЗ-7" NA 0.029 5 0.133 NA 0.0028 0.002 0.028 0.012
2016-02-03 "ПСЗ-1" NA 0.01 4 0.075 NA 0.0023 0.0015 0.022 0.004
2016-02-03 "ПСЗ-2" NA 0.011 4 0.095 NA 0.002 0.0028 0.02 0.002
2016-02-03 "ПСЗ-3" NA 0.012 4 0.107 0.047 5e-04 0.001 0.012 0.005
2016-02-03 "ПСЗ-6" 0.15 0.012 5 0.08 NA 5e-04 2e-04 0.01 0.0095
2016-02-03 "ПСЗ-7" NA 0.022 5 0.077 NA 0.002 0.0032 0.038 0.009
2016-02-04 "ПСЗ-1" NA 0.017 3 0.055 NA 2e-04 2e-04 0.01 5e-04
2016-02-04 "ПСЗ-2" NA 0.022 2 0.085 NA 5e-04 5e-04 0.012 0.003
2016-02-04 "ПСЗ-3" NA 0.01 2 0.06 0.033 2e-04 2e-04 0.008 0.0055
2016-02-04 "ПСЗ-6" 0.2 0.016 2 0.053 NA 0.0012 0.0015 0.032 0.0075
2016-02-04 "ПСЗ-7" NA 0.022 2 0.063 NA 2e-04 5e-04 0.008 0.003
2016-02-05 "ПСЗ-1" NA 0.018 2 0.025 NA 2e-04 2e-04 0.012 0.0015
2016-02-05 "ПСЗ-2" NA 0.02 2 0.09 NA 5e-04 2e-04 0.015 0.0025
2016-02-05 "ПСЗ-3" NA 0.023 2 0.05 0.023 5e-04 0 0.018 0.0035
2016-02-05 "ПСЗ-6" 0.1 0.02 2 0.117 NA 0.0018 0.0018 0.022 0.0035
2016-02-05 "ПСЗ-7" NA 0.017 2 0.033 NA 2e-04 2e-04 0.012 0.0025
2016-02-06 "ПСЗ-1" NA 0.03 2 0.035 NA 5e-04 2e-04 0.008 0.0055
2016-02-06 "ПСЗ-2" NA 0.021 2 0.05 NA 5e-04 8e-04 0.01 0.0035
2016-02-06 "ПСЗ-3" NA 0.028 2 0.047 0.023 0 0 0.008 0.0045
2016-02-06 "ПСЗ-6" 0.35 0.02 2 0.05 NA 0.0015 0.0012 0.012 0.003
2016-02-06 "ПСЗ-7" NA 0.021 2 0.057 NA 0 0 0.005 0.005
2016-02-08 "ПСЗ-1" NA 0.024 2 0.095 NA 7e-04 7e-04 0.02 0.002
2016-02-08 "ПСЗ-2" NA 0.019 2 0.145 NA 7e-04 0.0017 0.023 0.0025
2016-02-08 "ПСЗ-3" NA 0.026 2 0.07 0.025 0.001 0.001 0.02 0.0015
2016-02-08 "ПСЗ-6" 0.25 0.016 3 0.035 NA 0.0013 0.001 0.017 0.002
2016-02-08 "ПСЗ-7" NA 0.032 2 0.025 NA 3e-04 7e-04 0.027 0.002
2016-02-09 "ПСЗ-1" NA 0.022 4 0.08 NA 0.0018 0.0018 0.022 0.0035
2016-02-09 "ПСЗ-2" NA 0.034 2 0.105 NA 0.0023 0.0018 0.03 0.006
2016-02-09 "ПСЗ-3" NA 0.026 2 0.063 0.033 8e-04 8e-04 0.02 0.003
2016-02-09 "ПСЗ-6" 0.25 0.02 3 0.05 NA 2e-04 0 0.005 0.008
2016-02-09 "ПСЗ-7" NA 0.033 2 0.04 NA 2e-04 0.001 0.018 0.0065
2016-02-10 "ПСЗ-1" NA 0.017 4 0.115 NA 0.0012 0.0028 0.028 0.0055
2016-02-10 "ПСЗ-2" NA 0.022 2 0.165 NA 0.0012 0.0023 0.025 0.007
2016-02-10 "ПСЗ-3" NA 0.022 2 0.057 0.027 2e-04 0.0015 0.022 0.0055
2016-02-10 "ПСЗ-6" 0.3 0.021 3 0.03 NA 0 0 0.018 0.0045
2016-02-10 "ПСЗ-7" NA 0.022 2 0.05 NA 5e-04 5e-04 0.018 0.007
2016-02-11 "ПСЗ-1" NA 0.028 6 0.035 NA 0 0 0.012 0.0075
2016-02-11 "ПСЗ-2" NA 0.034 2 0.045 NA 0 8e-04 0.015 0.0045
2016-02-11 "ПСЗ-3" NA 0.016 3 0.05 0.013 0 0 0.005 0.006
2016-02-11 "ПСЗ-6" 0.05 0.02 2 0.033 NA 0 0 0.005 0.004
2016-02-11 "ПСЗ-7" NA 0.02 3 0.047 NA 2e-04 2e-04 0.02 0.002
2016-02-12 "ПСЗ-1" NA 0.013 6 0.08 NA 8e-04 0.0018 0.017 0.005
2016-02-12 "ПСЗ-2" NA 0.014 4 0.095 NA 0.003 0.003 0.025 0.0045
2016-02-12 "ПСЗ-3" NA 0.01 4 0.053 0.02 0.0012 0.0012 0.008 0.004
2016-02-12 "ПСЗ-6" 0.1 0.01 4 0.14 NA 5e-04 0.0012 0.012 0.004
2016-02-12 "ПСЗ-7" NA 0.011 4 0.07 NA 0.0023 0.0012 0.028 0.01
2016-02-13 "ПСЗ-1" NA 0.004 2 0.03 NA 5e-04 0.0015 0.015 0.004
2016-02-13 "ПСЗ-2" NA 0.006 2 0.045 NA 8e-04 0.002 0.025 0.0065
2016-02-13 "ПСЗ-3" NA 0.005 2 0.05 0.02 0.001 0.0015 0.02 0.007
2016-02-13 "ПСЗ-6" 0.15 0.006 2 0.05 NA 0.0015 0.0018 0.018 0.009
2016-02-13 "ПСЗ-7" NA 0.004 2 0.063 NA 2e-04 5e-04 0.022 0.0075
2016-02-15 "ПСЗ-1" NA 0.01 4 0.115 NA 0.001 7e-04 0.023 0.002
2016-02-15 "ПСЗ-2" NA 0.011 2 0.06 NA 0.0017 0.0013 0.027 0.0025
2016-02-15 "ПСЗ-3" NA 0.009 3 0.03 0.015 7e-04 3e-04 0.01 0.0035
2016-02-15 "ПСЗ-6" 0.15 0.011 2 0.095 NA 3e-04 3e-04 0.013 0.002
2016-02-15 "ПСЗ-7" NA 0.016 5 0.02 NA 3e-04 3e-04 0.01 0.0025
2016-02-16 "ПСЗ-1" NA 0.027 2 0.055 NA 0.001 8e-04 0.01 0.006
2016-02-16 "ПСЗ-2" NA 0.02 2 0.095 NA 0.001 0.0018 0.032 0.0035
2016-02-16 "ПСЗ-3" NA 0.02 3 0.057 0.023 0 2e-04 0.01 0.0115
2016-02-16 "ПСЗ-6" 0.15 0.024 3 0.063 NA 2e-04 0.001 0.012 0.007
2016-02-16 "ПСЗ-7" NA 0.022 3 0.107 NA 0.0018 0.002 0.028 0.0045
2016-02-17 "ПСЗ-1" NA 0.016 2 0.055 NA 2e-04 2e-04 0.008 0.005
2016-02-17 "ПСЗ-2" NA 0.02 2 0.075 NA 5e-04 0 0.012 0.005
2016-02-17 "ПСЗ-3" NA 0.022 3 0.05 0.03 0 2e-04 0.012 0.003
2016-02-17 "ПСЗ-6" 0.2 0.023 3 0.067 NA 0.002 0.0023 0.03 0.0085
2016-02-17 "ПСЗ-7" NA 0.021 2 0.073 NA 0 8e-04 0.002 0.005
2016-02-18 "ПСЗ-1" NA 0.022 2 0.035 NA 5e-04 2e-04 0.008 0.0015
2016-02-18 "ПСЗ-2" NA 0.021 2 0.105 NA 5e-04 0 0.008 0.003
2016-02-18 "ПСЗ-3" NA 0.025 2 0.04 0.023 2e-04 2e-04 0.01 0.0025
2016-02-18 "ПСЗ-6" 0.35 0.034 3 0.093 NA 0.0015 0.0015 0.018 0.0105
2016-02-18 "ПСЗ-7" NA 0.016 2 0.02 NA 2e-04 0 0.002 0.0055
2016-02-19 "ПСЗ-1" NA 0.032 2 0.045 NA 2e-04 2e-04 0.008 0.0045
2016-02-19 "ПСЗ-2" NA 0.024 2 0.05 NA 2e-04 2e-04 0.005 0.004
2016-02-19 "ПСЗ-3" NA 0.021 3 0.103 0.053 0 2e-04 0.008 0.004
2016-02-19 "ПСЗ-6" 0.4 0.032 2 0.093 NA 0.0015 0.0018 0.02 0.0045
2016-02-19 "ПСЗ-7" NA 0.022 2 0.053 NA 0 2e-04 0.005 0.002
2016-02-20 "ПСЗ-1" NA 0.03 3 0.06 NA 5e-04 0.0015 0.022 0.008
2016-02-20 "ПСЗ-2" NA 0.027 2 0.075 NA 0.001 0.0023 0.015 0.0055
2016-02-20 "ПСЗ-3" NA 0.03 3 0.077 0.033 0.0012 0.001 0.015 0.0075
2016-02-20 "ПСЗ-6" 0.3 0.039 2 0.1 NA 0.0015 0.002 0.032 0.0075
2016-02-20 "ПСЗ-7" NA 0.029 2 0.057 NA 8e-04 0.0018 0.008 0.004
2016-02-22 "ПСЗ-1" NA 0.024 3 0.035 NA 7e-04 0.001 0.027 0.0045
2016-02-22 "ПСЗ-2" NA 0.023 4 0.09 NA 7e-04 0.002 0.02 0.004
2016-02-22 "ПСЗ-3" NA 0.027 4 0.03 0.025 3e-04 7e-04 0.013 0.003
2016-02-22 "ПСЗ-6" 0.6 0.024 4 0.045 NA 3e-04 0 0.017 0.0055
